iteration,ka_mean,dataset,type
6,0.9462623965438209,synth,Filtered & Balanced
7,0.9476137397976859,synth,Filtered & Balanced
8,0.9493285376106161,synth,Filtered & Balanced
9,0.9495665397199073,synth,Filtered & Balanced
10,0.9472887963994263,synth,Filtered & Balanced
11,0.9457589576852515,synth,Filtered & Balanced
12,0.9464203563987665,synth,Filtered & Balanced
13,0.945267365157194,synth,Filtered & Balanced
14,0.9448500902406707,synth,Filtered & Balanced
15,0.9445276612981204,synth,Filtered & Balanced
16,0.9453496759996469,synth,Filtered & Balanced
17,0.9453938976845286,synth,Filtered & Balanced
18,0.9457491267646322,synth,Filtered & Balanced
19,0.9447085538736509,synth,Filtered & Balanced
20,0.9452196979750443,synth,Filtered & Balanced
21,0.945487954229678,synth,Filtered & Balanced
22,0.9459387016233152,synth,Filtered & Balanced
23,0.9464684829487414,synth,Filtered & Balanced
24,0.9471389236575727,synth,Filtered & Balanced
25,0.94630696590199,synth,Filtered & Balanced
26,0.9467056045597684,synth,Filtered & Balanced
27,0.9467087979295494,synth,Filtered & Balanced
28,0.9469021952037637,synth,Filtered & Balanced
29,0.9465297098299609,synth,Filtered & Balanced
1,1.0,tweets_pop,Filtered & Balanced
2,0.9861182041877524,tweets_pop,Filtered & Balanced
3,0.9546800870226206,tweets_pop,Filtered & Balanced
4,0.9540215442864084,tweets_pop,Filtered & Balanced
5,0.952584280126653,tweets_pop,Filtered & Balanced
6,0.9502238856986601,tweets_pop,Filtered & Balanced
7,0.954425041494261,tweets_pop,Filtered & Balanced
8,0.9581806434939915,tweets_pop,Filtered & Balanced
9,0.9582329921733895,tweets_pop,Filtered & Balanced
10,0.9567239140046424,tweets_pop,Filtered & Balanced
11,0.9543885343655194,tweets_pop,Filtered & Balanced
12,0.9490217024904822,tweets_pop,Filtered & Balanced
13,0.9484366927190456,tweets_pop,Filtered & Balanced
14,0.9485174996199468,tweets_pop,Filtered & Balanced
15,0.9500543891378994,tweets_pop,Filtered & Balanced
16,0.9491687047416795,tweets_pop,Filtered & Balanced
17,0.9475504894012354,tweets_pop,Filtered & Balanced
18,0.9492649416181507,tweets_pop,Filtered & Balanced
19,0.9498541431467402,tweets_pop,Filtered & Balanced
20,0.9507325690566784,tweets_pop,Filtered & Balanced
21,0.9498132742143347,tweets_pop,Filtered & Balanced
22,0.9507746257720088,tweets_pop,Filtered & Balanced
23,0.9493642786387578,tweets_pop,Filtered & Balanced
24,0.9476118552924981,tweets_pop,Filtered & Balanced
25,0.9488634309643156,tweets_pop,Filtered & Balanced
26,0.9475706662182732,tweets_pop,Filtered & Balanced
27,0.9474845480641996,tweets_pop,Filtered & Balanced
28,0.9481587182529154,tweets_pop,Filtered & Balanced
29,0.9466143462758416,tweets_pop,Filtered & Balanced
1,0.9395687822654115,tweets_rd,Filtered & Balanced
2,0.9463773314203731,tweets_rd,Filtered & Balanced
3,0.9463655610444601,tweets_rd,Filtered & Balanced
4,0.9435921452102577,tweets_rd,Filtered & Balanced
5,0.9502843235119282,tweets_rd,Filtered & Balanced
6,0.9462939181402088,tweets_rd,Filtered & Balanced
7,0.9517901833275247,tweets_rd,Filtered & Balanced
8,0.9529556294262177,tweets_rd,Filtered & Balanced
9,0.9569795232866094,tweets_rd,Filtered & Balanced
10,0.954543756421033,tweets_rd,Filtered & Balanced
11,0.9523515961262554,tweets_rd,Filtered & Balanced
12,0.9519209415944926,tweets_rd,Filtered & Balanced
13,0.9536995205916002,tweets_rd,Filtered & Balanced
14,0.9554620146187169,tweets_rd,Filtered & Balanced
15,0.9571699352893074,tweets_rd,Filtered & Balanced
16,0.9537848299912816,tweets_rd,Filtered & Balanced
17,0.9537686634286743,tweets_rd,Filtered & Balanced
18,0.9537975475475475,tweets_rd,Filtered & Balanced
19,0.9542756195635,tweets_rd,Filtered & Balanced
20,0.9545062301378633,tweets_rd,Filtered & Balanced
21,0.9538307190263893,tweets_rd,Filtered & Balanced
22,0.9550597609561753,tweets_rd,Filtered & Balanced
23,0.9542063188803198,tweets_rd,Filtered & Balanced
24,0.9540493407554795,tweets_rd,Filtered & Balanced
25,0.9552298537944724,tweets_rd,Filtered & Balanced
26,0.9533809821614699,tweets_rd,Filtered & Balanced
27,0.9535734418032524,tweets_rd,Filtered & Balanced
28,0.9536504499234043,tweets_rd,Filtered & Balanced
29,0.9524345617766254,tweets_rd,Filtered & Balanced
