temperature,ka_mean,frac,dataset,type
2.1,0.9517723401734827,0.25,mii,Filtered
2.1,0.9415934227381889,0.5,mii,Filtered
2.1,0.9365447049434751,0.75,mii,Filtered
2.3,0.9045161290322581,0.02,mii,Filtered
2.3,0.958461444482906,0.05,mii,Filtered
2.3,0.9458857313993752,0.1,mii,Filtered
2.3,0.9522908461189191,0.25,mii,Filtered
2.3,0.9526892534751472,0.5,mii,Filtered
2.3,0.9546064088670835,0.75,mii,Filtered
2.5,1.0,0.02,mii,Filtered
2.5,0.9728365848947267,0.05,mii,Filtered
2.5,0.9456617730309091,0.1,mii,Filtered
2.5,0.954512955756774,0.25,mii,Filtered
2.5,0.9470480213853442,0.5,mii,Filtered
2.5,0.9455363226464967,0.75,mii,Filtered
2.7,0.9719767735420348,0.02,mii,Filtered
2.7,0.9795337274343446,0.05,mii,Filtered
2.7,0.9652175140047129,0.1,mii,Filtered
2.7,0.9704840906642068,0.25,mii,Filtered
2.7,0.9735065266439886,0.5,mii,Filtered
2.7,0.97395927476517,0.75,mii,Filtered
2.9,1.0,0.02,mii,Filtered
2.9,1.0,0.05,mii,Filtered
2.9,0.9942966260947084,0.1,mii,Filtered
2.9,0.9840002681144849,0.25,mii,Filtered
2.9,0.9782994497999473,0.5,mii,Filtered
2.9,0.9788670590484538,0.75,mii,Filtered
3.1,0.968905061197486,0.02,mii,Filtered
3.1,0.9780414553690119,0.05,mii,Filtered
3.1,0.9803566068683659,0.1,mii,Filtered
3.1,0.9777163960178716,0.25,mii,Filtered
3.1,0.97371400719096,0.5,mii,Filtered
3.1,0.9747644749612603,0.75,mii,Filtered
3.3,1.0,0.05,mii,Filtered
3.3,1.0,0.1,mii,Filtered
3.3,1.0,0.25,mii,Filtered
3.3,1.0,0.5,mii,Filtered
3.3,1.0,0.75,mii,Filtered
3.5,1.0,0.02,mii,Filtered
3.5,0.9865618848880404,0.05,mii,Filtered
3.5,0.9735017315135466,0.1,mii,Filtered
3.5,0.9788901653306875,0.25,mii,Filtered
3.5,0.9782257895954677,0.5,mii,Filtered
3.5,0.9771428000675806,0.75,mii,Filtered
3.7,0.947804473902237,0.02,mii,Filtered
3.7,0.9485726280436608,0.05,mii,Filtered
3.7,0.9639746593404285,0.1,mii,Filtered
3.7,0.976213238977421,0.25,mii,Filtered
3.7,0.9774825496943204,0.5,mii,Filtered
3.7,0.9756986902850067,0.75,mii,Filtered
3.9,1.0,0.02,mii,Filtered
3.9,1.0,0.05,mii,Filtered
3.9,0.9741784037558685,0.1,mii,Filtered
3.9,0.9523644824550371,0.25,mii,Filtered
3.9,0.9547015496460685,0.5,mii,Filtered
3.9,0.9554174949868808,0.75,mii,Filtered
4.1,0.9213709677419355,0.05,mii,Filtered
4.1,0.9736995908825249,0.1,mii,Filtered
4.1,0.9890207715133531,0.25,mii,Filtered
4.1,0.9889164443610333,0.5,mii,Filtered
4.1,0.9874652936895166,0.75,mii,Filtered
4.3,1.0,0.02,mii,Filtered
4.3,1.0,0.05,mii,Filtered
4.3,1.0,0.1,mii,Filtered
4.3,0.9055672385168788,0.25,mii,Filtered
4.3,0.8510848762445433,0.5,mii,Filtered
4.3,0.8405566545394182,0.75,mii,Filtered
4.5,1.0,0.05,mii,Filtered
4.5,0.8403361344537815,0.1,mii,Filtered
4.5,0.9592760180995475,0.25,mii,Filtered
4.5,0.9673068059609771,0.5,mii,Filtered
4.5,0.9676419298585546,0.75,mii,Filtered
4.8,1.0,0.02,mii,Filtered
4.8,0.9796487030607184,0.05,mii,Filtered
4.8,0.973777587415436,0.1,mii,Filtered
4.8,0.974620468657494,0.25,mii,Filtered
4.8,0.9756863776663708,0.5,mii,Filtered
4.8,0.9740062073590413,0.75,mii,Filtered
5.0,1.0,0.02,mii,Filtered
5.0,1.0,0.05,mii,Filtered
5.0,1.0,0.1,mii,Filtered
5.0,1.0,0.25,mii,Filtered
5.0,1.0,0.5,mii,Filtered
5.0,1.0,0.75,mii,Filtered
0.1,1.0,0.02,news_short,Filtered
0.1,0.6152810501514642,0.05,news_short,Filtered
0.1,0.6099108027750249,0.1,news_short,Filtered
0.1,0.5433722509773894,0.25,news_short,Filtered
0.1,0.5612546057058296,0.5,news_short,Filtered
0.1,0.5549655340635617,0.75,news_short,Filtered
0.3,0.8198757763975155,0.02,news_short,Filtered
0.3,0.6484158720393725,0.05,news_short,Filtered
0.3,0.5673416067929458,0.1,news_short,Filtered
0.3,0.5034413612340174,0.25,news_short,Filtered
0.3,0.5395586574766756,0.5,news_short,Filtered
0.3,0.5304453840066863,0.75,news_short,Filtered
0.5,0.7803030303030303,0.02,news_short,Filtered
0.5,0.8621528557526761,0.05,news_short,Filtered
0.5,0.8885262885262886,0.1,news_short,Filtered
0.5,0.8476783808900974,0.25,news_short,Filtered
0.5,0.8549034994301515,0.5,news_short,Filtered
0.5,0.8631672318830123,0.75,news_short,Filtered
0.7,1.0,0.02,news_short,Filtered
0.7,0.8485144220342659,0.05,news_short,Filtered
0.7,0.7902785363189514,0.1,news_short,Filtered
0.7,0.7852903655818421,0.25,news_short,Filtered
0.7,0.7936796194032136,0.5,news_short,Filtered
0.7,0.7937700453394106,0.75,news_short,Filtered
0.9,0.6765799256505576,0.02,news_short,Filtered
0.9,0.680723744777282,0.05,news_short,Filtered
0.9,0.7709396083593878,0.1,news_short,Filtered
0.9,0.7806287381678353,0.25,news_short,Filtered
0.9,0.7793271313877916,0.5,news_short,Filtered
0.9,0.7863531697256787,0.75,news_short,Filtered
1.1,0.8871595330739299,0.02,news_short,Filtered
1.1,0.7962878093492209,0.05,news_short,Filtered
1.1,0.8320082958866228,0.1,news_short,Filtered
1.1,0.7929144249932734,0.25,news_short,Filtered
1.1,0.7885469567556697,0.5,news_short,Filtered
1.1,0.7919006071199338,0.75,news_short,Filtered
1.3,1.0,0.02,news_short,Filtered
1.3,0.8500590318772137,0.05,news_short,Filtered
1.3,0.8608573436401967,0.1,news_short,Filtered
1.3,0.7684486833138033,0.25,news_short,Filtered
1.3,0.7719060751772387,0.5,news_short,Filtered
1.3,0.77735675182219,0.75,news_short,Filtered
1.5,0.5178571428571429,0.02,news_short,Filtered
1.5,0.5031757233592096,0.05,news_short,Filtered
1.5,0.6568094950714143,0.1,news_short,Filtered
1.5,0.6693932324855929,0.25,news_short,Filtered
1.5,0.6822112387396901,0.5,news_short,Filtered
1.5,0.6806261710952214,0.75,news_short,Filtered
1.7,0.5390334572490707,0.02,news_short,Filtered
1.7,0.6247482658312822,0.05,news_short,Filtered
1.7,0.6235138267925153,0.1,news_short,Filtered
1.7,0.6328839750428346,0.25,news_short,Filtered
1.7,0.6571129422843365,0.5,news_short,Filtered
1.7,0.6725509580511821,0.75,news_short,Filtered
1.9,1.0,0.02,news_short,Filtered
1.9,0.7265877287405813,0.05,news_short,Filtered
1.9,0.7946673311736856,0.1,news_short,Filtered
1.9,0.7361602511633634,0.25,news_short,Filtered
1.9,0.7482318745924224,0.5,news_short,Filtered
1.9,0.7553353923229958,0.75,news_short,Filtered
2.1,0.5396825396825398,0.02,news_short,Filtered
2.1,0.6308934337997847,0.05,news_short,Filtered
2.1,0.6670377665496274,0.1,news_short,Filtered
2.1,0.6955826012878896,0.25,news_short,Filtered
2.1,0.718054671613294,0.5,news_short,Filtered
2.1,0.7209957629426308,0.75,news_short,Filtered
2.3,0.21011673151750976,0.02,news_short,Filtered
2.3,0.33709638261714003,0.05,news_short,Filtered
2.3,0.5209443748882131,0.1,news_short,Filtered
2.3,0.4970390902244781,0.25,news_short,Filtered
2.3,0.5120423920820416,0.5,news_short,Filtered
2.3,0.5198760340361546,0.75,news_short,Filtered
2.5,0.5842293906810037,0.02,news_short,Filtered
2.5,0.5918148703664023,0.05,news_short,Filtered
2.5,0.6533886354209871,0.1,news_short,Filtered
2.5,0.5433315755531971,0.25,news_short,Filtered
2.5,0.5538904467563133,0.5,news_short,Filtered
2.5,0.5389336102421349,0.75,news_short,Filtered
2.7,0.8871595330739299,0.02,news_short,Filtered
2.7,0.7002949852507375,0.05,news_short,Filtered
2.7,0.7367540435025097,0.1,news_short,Filtered
2.7,0.7637329356220035,0.25,news_short,Filtered
2.7,0.7601851255834229,0.5,news_short,Filtered
2.7,0.7597230560948214,0.75,news_short,Filtered
2.9,0.7661290322580645,0.02,news_short,Filtered
2.9,0.6757948479925737,0.05,news_short,Filtered
2.9,0.6934156378600822,0.1,news_short,Filtered
2.9,0.6788547114316955,0.25,news_short,Filtered
2.9,0.6783975849062918,0.5,news_short,Filtered
2.9,0.6960237355024627,0.75,news_short,Filtered
3.1,0.2603550295857988,0.02,news_short,Filtered
3.1,0.46060898985016907,0.05,news_short,Filtered
3.1,0.47786582607299755,0.1,news_short,Filtered
3.1,0.49617464860524396,0.25,news_short,Filtered
3.1,0.46684334900922664,0.5,news_short,Filtered
3.1,0.4881234715530183,0.75,news_short,Filtered
3.3,0.3125,0.02,news_short,Filtered
3.3,0.31362889983579645,0.05,news_short,Filtered
3.3,0.16232021495179383,0.1,news_short,Filtered
3.3,0.08502682029084685,0.25,news_short,Filtered
3.3,0.10396191931093957,0.5,news_short,Filtered
3.3,0.09935690479952586,0.75,news_short,Filtered
3.5,1.0,0.02,news_short,Filtered
3.5,0.7904834996162702,0.05,news_short,Filtered
3.5,0.7267649985888923,0.1,news_short,Filtered
3.5,0.6759841773594231,0.25,news_short,Filtered
3.5,0.6514855917770277,0.5,news_short,Filtered
3.5,0.6399348288831671,0.75,news_short,Filtered
3.7,0.7803030303030303,0.02,news_short,Filtered
3.7,0.769927536231884,0.05,news_short,Filtered
3.7,0.8535830898779859,0.1,news_short,Filtered
3.7,0.7665862745988966,0.25,news_short,Filtered
3.7,0.742622658634861,0.5,news_short,Filtered
3.7,0.7460900371179796,0.75,news_short,Filtered
3.9,0.625,0.02,news_short,Filtered
3.9,0.36254422776269224,0.05,news_short,Filtered
3.9,0.5043459729570842,0.1,news_short,Filtered
3.9,0.5672643329381268,0.25,news_short,Filtered
3.9,0.5771972630888179,0.5,news_short,Filtered
3.9,0.5842792440730273,0.75,news_short,Filtered
4.1,0.8888888888888888,0.02,news_short,Filtered
4.1,0.7764576457645764,0.05,news_short,Filtered
4.1,0.754374380983823,0.1,news_short,Filtered
4.1,0.6566484603069969,0.25,news_short,Filtered
4.1,0.6668658306190205,0.5,news_short,Filtered
4.1,0.672847896068434,0.75,news_short,Filtered
4.3,-0.04819277108433728,0.02,news_short,Filtered
4.3,0.20219866509619155,0.05,news_short,Filtered
4.3,0.16123616940099206,0.1,news_short,Filtered
4.3,0.13106209012652492,0.25,news_short,Filtered
4.3,0.1519528876911429,0.5,news_short,Filtered
4.3,0.14632268208044075,0.75,news_short,Filtered
4.5,0.2857142857142857,0.02,news_short,Filtered
4.5,0.39710610932475876,0.05,news_short,Filtered
4.5,0.41297513716573575,0.1,news_short,Filtered
4.5,0.4422521758854314,0.25,news_short,Filtered
4.5,0.4264101760947856,0.5,news_short,Filtered
4.5,0.42333632277176547,0.75,news_short,Filtered
4.8,-0.07407407407407396,0.02,news_short,Filtered
4.8,0.38812898947193897,0.05,news_short,Filtered
4.8,0.4418890449438204,0.1,news_short,Filtered
4.8,0.43332609327145144,0.25,news_short,Filtered
4.8,0.4462435523516385,0.5,news_short,Filtered
4.8,0.4542474891516475,0.75,news_short,Filtered
5.0,1.0,0.02,news_short,Filtered
5.0,0.9419030192131748,0.05,news_short,Filtered
5.0,0.8683270922232866,0.1,news_short,Filtered
5.0,0.8049209195107896,0.25,news_short,Filtered
5.0,0.8003263633014496,0.5,news_short,Filtered
5.0,0.8119105115446548,0.75,news_short,Filtered
0.1,0.31313131313131326,0.02,news,Filtered
0.1,0.4327583304538891,0.05,news,Filtered
0.1,0.4251068401164476,0.1,news,Filtered
0.1,0.39435598833006413,0.25,news,Filtered
0.1,0.3992055185243262,0.5,news,Filtered
0.1,0.4138884705776922,0.75,news,Filtered
0.3,0.5349940688018979,0.02,news,Filtered
0.3,0.3965746065853504,0.05,news,Filtered
0.3,0.42008141933986776,0.1,news,Filtered
0.3,0.405029198218674,0.25,news,Filtered
0.3,0.38911528892014924,0.5,news,Filtered
0.3,0.3854373359989782,0.75,news,Filtered
0.5,0.857736240913811,0.02,news,Filtered
0.5,0.8463177713180299,0.05,news,Filtered
0.5,0.8080177315973764,0.1,news,Filtered
0.5,0.8086819622445778,0.25,news,Filtered
0.5,0.80849359555373,0.5,news,Filtered
0.5,0.8151886876092561,0.75,news,Filtered
0.7,0.7158074137196422,0.02,news,Filtered
0.7,0.6847524310949997,0.05,news,Filtered
0.7,0.7184446586312083,0.1,news,Filtered
0.7,0.7489119322393574,0.25,news,Filtered
0.7,0.7439680891836479,0.5,news,Filtered
0.7,0.7311464597363186,0.75,news,Filtered
0.9,0.8600855033035367,0.02,news,Filtered
0.9,0.8495325801642846,0.05,news,Filtered
0.9,0.8440171165935866,0.1,news,Filtered
0.9,0.8456639197060516,0.25,news,Filtered
0.9,0.8421492661705073,0.5,news,Filtered
0.9,0.8398245364708692,0.75,news,Filtered
1.1,0.7555739058629232,0.02,news,Filtered
1.1,0.6362076050958494,0.05,news,Filtered
1.1,0.6468780844331488,0.1,news,Filtered
1.1,0.6299819641696266,0.25,news,Filtered
1.1,0.647029845590378,0.5,news,Filtered
1.1,0.6383940784441944,0.75,news,Filtered
1.3,0.8511358144030933,0.02,news,Filtered
1.3,0.7304357260931447,0.05,news,Filtered
1.3,0.699804010779407,0.1,news,Filtered
1.3,0.7139040115391,0.25,news,Filtered
1.3,0.7189861011700093,0.5,news,Filtered
1.3,0.7155052611836824,0.75,news,Filtered
1.5,0.6598832623442183,0.02,news,Filtered
1.5,0.6890235408831313,0.05,news,Filtered
1.5,0.6624661246612465,0.1,news,Filtered
1.5,0.6251221461227796,0.25,news,Filtered
1.5,0.6245598090632166,0.5,news,Filtered
1.5,0.6252656114372115,0.75,news,Filtered
1.7,0.693327807708247,0.02,news,Filtered
1.7,0.7133266066438995,0.05,news,Filtered
1.7,0.7436603037480842,0.1,news,Filtered
1.7,0.7357308123841915,0.25,news,Filtered
1.7,0.72726049343377,0.5,news,Filtered
1.7,0.7243260182409362,0.75,news,Filtered
1.9,0.5915570175438597,0.02,news,Filtered
1.9,0.5723779673805793,0.05,news,Filtered
1.9,0.623674984429309,0.1,news,Filtered
1.9,0.6197313611750203,0.25,news,Filtered
1.9,0.621612825515427,0.5,news,Filtered
1.9,0.6186021147029435,0.75,news,Filtered
2.1,0.6892222743136949,0.02,news,Filtered
2.1,0.718601359273275,0.05,news,Filtered
2.1,0.6825042421508841,0.1,news,Filtered
2.1,0.6574637147764377,0.25,news,Filtered
2.1,0.6575051817811317,0.5,news,Filtered
2.1,0.6508271335471256,0.75,news,Filtered
2.3,0.7875816993464052,0.02,news,Filtered
2.3,0.7028010185522009,0.05,news,Filtered
2.3,0.6742177267229439,0.1,news,Filtered
2.3,0.6672182831629598,0.25,news,Filtered
2.3,0.6573108178782636,0.5,news,Filtered
2.3,0.65451198938949,0.75,news,Filtered
2.5,0.8996212121212122,0.02,news,Filtered
2.5,0.7901748237071861,0.05,news,Filtered
2.5,0.7937160319995648,0.1,news,Filtered
2.5,0.7987838225753935,0.25,news,Filtered
2.5,0.8081714345774799,0.5,news,Filtered
2.5,0.8111022361330791,0.75,news,Filtered
2.7,0.5445758799769187,0.02,news,Filtered
2.7,0.6658438853070043,0.05,news,Filtered
2.7,0.6369406129964826,0.1,news,Filtered
2.7,0.6517008158621755,0.25,news,Filtered
2.7,0.6432502463787405,0.5,news,Filtered
2.7,0.6405157382834092,0.75,news,Filtered
2.9,0.7354497354497355,0.02,news,Filtered
2.9,0.6806371297242084,0.05,news,Filtered
2.9,0.7110729614891023,0.1,news,Filtered
2.9,0.7231577299842965,0.25,news,Filtered
2.9,0.7191270370683593,0.5,news,Filtered
2.9,0.7212051777253135,0.75,news,Filtered
3.1,0.36544421487603296,0.02,news,Filtered
3.1,0.3938815204906486,0.05,news,Filtered
3.1,0.3887477685027271,0.1,news,Filtered
3.1,0.3698145517267736,0.25,news,Filtered
3.1,0.3719970545715613,0.5,news,Filtered
3.1,0.36867049230885063,0.75,news,Filtered
3.3,0.7807034403228906,0.02,news,Filtered
3.3,0.7124546580553835,0.05,news,Filtered
3.3,0.6745450052233692,0.1,news,Filtered
3.3,0.6745873476707578,0.25,news,Filtered
3.3,0.6958468410076638,0.5,news,Filtered
3.3,0.6879645072153355,0.75,news,Filtered
3.5,0.6749287749287749,0.02,news,Filtered
3.5,0.7064009716162116,0.05,news,Filtered
3.5,0.6720136447384456,0.1,news,Filtered
3.5,0.6486548500036393,0.25,news,Filtered
3.5,0.6496393936215983,0.5,news,Filtered
3.5,0.6482263828320405,0.75,news,Filtered
3.7,0.5362044486512068,0.02,news,Filtered
3.7,0.6271377789982762,0.05,news,Filtered
3.7,0.6457768041588465,0.1,news,Filtered
3.7,0.6332196205925131,0.25,news,Filtered
3.7,0.6066673204430234,0.5,news,Filtered
3.7,0.6075308594746727,0.75,news,Filtered
3.9,0.5938452163315052,0.02,news,Filtered
3.9,0.6259668956016127,0.05,news,Filtered
3.9,0.6365731262537858,0.1,news,Filtered
3.9,0.6525014355458838,0.25,news,Filtered
3.9,0.6509723156742975,0.5,news,Filtered
3.9,0.655339882815219,0.75,news,Filtered
4.1,0.4740790354989953,0.02,news,Filtered
4.1,0.5340325261248682,0.05,news,Filtered
4.1,0.5165587593490385,0.1,news,Filtered
4.1,0.5069509353905264,0.25,news,Filtered
4.1,0.5080314297819029,0.5,news,Filtered
4.1,0.5068818169675166,0.75,news,Filtered
4.3,0.6120033812341504,0.02,news,Filtered
4.3,0.6944167619527172,0.05,news,Filtered
4.3,0.7098201752010898,0.1,news,Filtered
4.3,0.698318923909798,0.25,news,Filtered
4.3,0.6892363177241428,0.5,news,Filtered
4.3,0.6849766525187945,0.75,news,Filtered
4.5,0.4261790840738209,0.02,news,Filtered
4.5,0.34173953263000245,0.05,news,Filtered
4.5,0.3608877750592011,0.1,news,Filtered
4.5,0.40144016455530007,0.25,news,Filtered
4.5,0.4080908511797713,0.5,news,Filtered
4.5,0.4044058344403917,0.75,news,Filtered
4.8,0.09398280802292258,0.02,news,Filtered
4.8,0.2194799955993988,0.05,news,Filtered
4.8,0.26875704014907864,0.1,news,Filtered
4.8,0.22357525300335046,0.25,news,Filtered
4.8,0.22902026365606454,0.5,news,Filtered
4.8,0.2264533427317964,0.75,news,Filtered
5.0,0.20315865039483127,0.02,news,Filtered
5.0,0.08782148872169382,0.05,news,Filtered
5.0,0.11792255342091917,0.1,news,Filtered
5.0,0.1433398355664668,0.25,news,Filtered
5.0,0.1564921336121815,0.5,news,Filtered
5.0,0.1638237178766574,0.75,news,Filtered
0.1,0.6886446886446886,0.02,stance_long,Filtered
0.1,0.6948855674918262,0.05,stance_long,Filtered
0.1,0.7419772545148673,0.1,stance_long,Filtered
0.1,0.73623797819191,0.25,stance_long,Filtered
0.1,0.7401605545703583,0.5,stance_long,Filtered
0.1,0.7396028669788837,0.75,stance_long,Filtered
0.3,0.9516994633273703,0.02,stance_long,Filtered
0.3,0.9414802065404475,0.05,stance_long,Filtered
0.3,0.9107003372357891,0.1,stance_long,Filtered
0.3,0.9038101785683164,0.25,stance_long,Filtered
0.3,0.8996928227240564,0.5,stance_long,Filtered
0.3,0.8976171909889356,0.75,stance_long,Filtered
0.5,0.8463611859838275,0.02,stance_long,Filtered
0.5,0.8402526616066426,0.05,stance_long,Filtered
0.5,0.8846099012724097,0.1,stance_long,Filtered
0.5,0.8933248667698126,0.25,stance_long,Filtered
0.5,0.8897588941042076,0.5,stance_long,Filtered
0.5,0.8882023435322598,0.75,stance_long,Filtered
0.7,1.0,0.02,stance_long,Filtered
0.7,0.922690986381948,0.05,stance_long,Filtered
0.7,0.8947802620355999,0.1,stance_long,Filtered
0.7,0.8987441613670596,0.25,stance_long,Filtered
0.7,0.901639701676059,0.5,stance_long,Filtered
0.7,0.8992443311927559,0.75,stance_long,Filtered
0.9,0.9528535980148883,0.02,stance_long,Filtered
0.9,0.8818949858488574,0.05,stance_long,Filtered
0.9,0.909422844137433,0.1,stance_long,Filtered
0.9,0.8994189968860891,0.25,stance_long,Filtered
0.9,0.9063545874173087,0.5,stance_long,Filtered
0.9,0.9085392346315866,0.75,stance_long,Filtered
1.1,0.8409311348205626,0.02,stance_long,Filtered
1.1,0.7364410910709366,0.05,stance_long,Filtered
1.1,0.7385782558594152,0.1,stance_long,Filtered
1.1,0.7274904185913678,0.25,stance_long,Filtered
1.1,0.7347799507867081,0.5,stance_long,Filtered
1.1,0.736999240687383,0.75,stance_long,Filtered
1.3,0.6764295676429568,0.02,stance_long,Filtered
1.3,0.6390815119960331,0.05,stance_long,Filtered
1.3,0.6174095303765503,0.1,stance_long,Filtered
1.3,0.6205704294605108,0.25,stance_long,Filtered
1.3,0.6244000558018026,0.5,stance_long,Filtered
1.3,0.63113349197241,0.75,stance_long,Filtered
1.5,0.6169275929549902,0.02,stance_long,Filtered
1.5,0.5613996961768926,0.05,stance_long,Filtered
1.5,0.5951951358165057,0.1,stance_long,Filtered
1.5,0.6061236373405023,0.25,stance_long,Filtered
1.5,0.6182953243037801,0.5,stance_long,Filtered
1.5,0.6229849056195179,0.75,stance_long,Filtered
1.7,0.4311624072547403,0.02,stance_long,Filtered
1.7,0.6224491280126835,0.05,stance_long,Filtered
1.7,0.5966860273785254,0.1,stance_long,Filtered
1.7,0.5944862791047132,0.25,stance_long,Filtered
1.7,0.583255627098783,0.5,stance_long,Filtered
1.7,0.5825899961325686,0.75,stance_long,Filtered
1.9,0.6662180349932705,0.02,stance_long,Filtered
1.9,0.47038015281577206,0.05,stance_long,Filtered
1.9,0.4746907769723414,0.1,stance_long,Filtered
1.9,0.4867238461923912,0.25,stance_long,Filtered
1.9,0.4746698357828014,0.5,stance_long,Filtered
1.9,0.47736453394509837,0.75,stance_long,Filtered
2.1,0.37585616438356173,0.02,stance_long,Filtered
2.1,0.4842040621375122,0.05,stance_long,Filtered
2.1,0.4292938084510892,0.1,stance_long,Filtered
2.1,0.4356566004120539,0.25,stance_long,Filtered
2.1,0.43397544607911853,0.5,stance_long,Filtered
2.1,0.4303872665136149,0.75,stance_long,Filtered
2.3,0.7045336112558624,0.02,stance_long,Filtered
2.3,0.7352704311075952,0.05,stance_long,Filtered
2.3,0.7206065641042146,0.1,stance_long,Filtered
2.3,0.7084719030834357,0.25,stance_long,Filtered
2.3,0.7039594757720302,0.5,stance_long,Filtered
2.3,0.699211264840117,0.75,stance_long,Filtered
2.5,0.6768468840280644,0.02,stance_long,Filtered
2.5,0.6979941027451306,0.05,stance_long,Filtered
2.5,0.6662373557954914,0.1,stance_long,Filtered
2.5,0.6557398518543829,0.25,stance_long,Filtered
2.5,0.6705581730232838,0.5,stance_long,Filtered
2.5,0.6708061407585859,0.75,stance_long,Filtered
2.7,0.3355704697986578,0.02,stance_long,Filtered
2.7,0.3459998115341123,0.05,stance_long,Filtered
2.7,0.3162777938040535,0.1,stance_long,Filtered
2.7,0.3668979666345157,0.25,stance_long,Filtered
2.7,0.3570919405830324,0.5,stance_long,Filtered
2.7,0.35759414725751537,0.75,stance_long,Filtered
2.9,0.3247567210951675,0.02,stance_long,Filtered
2.9,0.462485313806388,0.05,stance_long,Filtered
2.9,0.45826745207461383,0.1,stance_long,Filtered
2.9,0.49181795636937975,0.25,stance_long,Filtered
2.9,0.5076755546648712,0.5,stance_long,Filtered
2.9,0.502896386534546,0.75,stance_long,Filtered
3.1,0.7584973166368515,0.02,stance_long,Filtered
3.1,0.6200951692867287,0.05,stance_long,Filtered
3.1,0.5823760441145676,0.1,stance_long,Filtered
3.1,0.5806545093608946,0.25,stance_long,Filtered
3.1,0.5658629566004316,0.5,stance_long,Filtered
3.1,0.5659538639355776,0.75,stance_long,Filtered
3.3,0.7253649635036497,0.02,stance_long,Filtered
3.3,0.6009789514309465,0.05,stance_long,Filtered
3.3,0.6131193734364455,0.1,stance_long,Filtered
3.3,0.6459763122662225,0.25,stance_long,Filtered
3.3,0.6552726807313163,0.5,stance_long,Filtered
3.3,0.6592710623728811,0.75,stance_long,Filtered
3.5,0.44329896907216493,0.02,stance_long,Filtered
3.5,0.4466217554091514,0.05,stance_long,Filtered
3.5,0.4321691628717318,0.1,stance_long,Filtered
3.5,0.4200777334061693,0.25,stance_long,Filtered
3.5,0.4225701683458678,0.5,stance_long,Filtered
3.5,0.4237974035212758,0.75,stance_long,Filtered
3.7,0.416030534351145,0.02,stance_long,Filtered
3.7,0.4524427661080954,0.05,stance_long,Filtered
3.7,0.5177139933199483,0.1,stance_long,Filtered
3.7,0.4923862484572471,0.25,stance_long,Filtered
3.7,0.5008471244381214,0.5,stance_long,Filtered
3.7,0.5067679412775117,0.75,stance_long,Filtered
3.9,0.575381679389313,0.02,stance_long,Filtered
3.9,0.4079295017251561,0.05,stance_long,Filtered
3.9,0.38460146986950094,0.1,stance_long,Filtered
3.9,0.3666059445042137,0.25,stance_long,Filtered
3.9,0.3557666591771781,0.5,stance_long,Filtered
3.9,0.35400941921881046,0.75,stance_long,Filtered
4.1,0.6201413427561837,0.02,stance_long,Filtered
4.1,0.5195848595848596,0.05,stance_long,Filtered
4.1,0.5212310874527322,0.1,stance_long,Filtered
4.1,0.5241211939006474,0.25,stance_long,Filtered
4.1,0.5109072739849092,0.5,stance_long,Filtered
4.1,0.5198529825385754,0.75,stance_long,Filtered
4.3,0.7091988130563798,0.02,stance_long,Filtered
4.3,0.6168565923479217,0.05,stance_long,Filtered
4.3,0.571863123500054,0.1,stance_long,Filtered
4.3,0.55774033054684,0.25,stance_long,Filtered
4.3,0.5460035177540075,0.5,stance_long,Filtered
4.3,0.547558107029571,0.75,stance_long,Filtered
4.5,0.4025011579434924,0.02,stance_long,Filtered
4.5,0.36973407056345464,0.05,stance_long,Filtered
4.5,0.38676842435540093,0.1,stance_long,Filtered
4.5,0.3876514408355368,0.25,stance_long,Filtered
4.5,0.3975111187696013,0.5,stance_long,Filtered
4.5,0.3920214990854748,0.75,stance_long,Filtered
4.8,0.4736842105263158,0.02,stance_long,Filtered
4.8,0.26063816465048717,0.05,stance_long,Filtered
4.8,0.2699257309391748,0.1,stance_long,Filtered
4.8,0.2793556072142368,0.25,stance_long,Filtered
4.8,0.28105661400679094,0.5,stance_long,Filtered
4.8,0.2752568321229615,0.75,stance_long,Filtered
5.0,0.3044330149399952,0.02,stance_long,Filtered
5.0,0.4506004587774929,0.05,stance_long,Filtered
5.0,0.4865411238778298,0.1,stance_long,Filtered
5.0,0.48235721701595835,0.25,stance_long,Filtered
5.0,0.4867427192754106,0.5,stance_long,Filtered
5.0,0.49092600065489944,0.75,stance_long,Filtered
0.1,0.7437256981265465,0.02,stance,Filtered
0.1,0.7541289592760181,0.05,stance,Filtered
0.1,0.7942292733112517,0.1,stance,Filtered
0.1,0.8141340071714855,0.25,stance,Filtered
0.1,0.821595727380127,0.5,stance,Filtered
0.1,0.8106850960658066,0.75,stance,Filtered
0.3,0.9162695711368278,0.02,stance,Filtered
0.3,0.8505134983984951,0.05,stance,Filtered
0.3,0.8571205673758865,0.1,stance,Filtered
0.3,0.8686234282752932,0.25,stance,Filtered
0.3,0.8693279264302489,0.5,stance,Filtered
0.3,0.8703036336758844,0.75,stance,Filtered
0.5,1.0,0.02,stance,Filtered
0.5,0.9060241875480788,0.05,stance,Filtered
0.5,0.928574726738729,0.1,stance,Filtered
0.5,0.9379004638899461,0.25,stance,Filtered
0.5,0.9354574429440101,0.5,stance,Filtered
0.5,0.9350846954870572,0.75,stance,Filtered
0.7,0.930286241920591,0.02,stance,Filtered
0.7,0.9160668010365678,0.05,stance,Filtered
0.7,0.9095880887549969,0.1,stance,Filtered
