temperature,ka_mean,dataset,type
2.5,0.7567229102167183,tweets_pop,Filtered & Balanced
2.7,0.6510811352636252,tweets_pop,Filtered & Balanced
2.9,0.7448209366391185,tweets_pop,Filtered & Balanced
3.1,0.7840374877182376,tweets_pop,Filtered & Balanced
3.3,0.6466222587219028,tweets_pop,Filtered & Balanced
3.5,0.8927007447254247,tweets_pop,Filtered & Balanced
3.7,0.6235438625324916,tweets_pop,Filtered & Balanced
3.9,0.45991274889717504,tweets_pop,Filtered & Balanced
4.1,0.6349226666666665,tweets_pop,Filtered & Balanced
4.3,0.6581798078146874,tweets_pop,Filtered & Balanced
4.5,0.5877018401702061,tweets_pop,Filtered & Balanced
4.8,0.6037522742061854,tweets_pop,Filtered & Balanced
5.0,0.8025063489426341,tweets_pop,Filtered & Balanced
0.1,0.9288507642352084,tweets_rd,Filtered & Balanced
0.3,0.9027565011820331,tweets_rd,Filtered & Balanced
0.5,0.812364750894804,tweets_rd,Filtered & Balanced
0.7,0.8532318376068376,tweets_rd,Filtered & Balanced
0.9,0.8824457384109713,tweets_rd,Filtered & Balanced
1.1,0.8703477042670402,tweets_rd,Filtered & Balanced
1.3,0.861055,tweets_rd,Filtered & Balanced
1.5,0.8450645153331853,tweets_rd,Filtered & Balanced
1.7,0.8207883490778227,tweets_rd,Filtered & Balanced
1.9,0.7511101323349817,tweets_rd,Filtered & Balanced
2.1,0.7058781332340078,tweets_rd,Filtered & Balanced
2.3,0.6921389547469332,tweets_rd,Filtered & Balanced
2.5,0.7650800268686448,tweets_rd,Filtered & Balanced
2.7,0.7391520913564399,tweets_rd,Filtered & Balanced
2.9,0.8064391393734337,tweets_rd,Filtered & Balanced
3.1,0.766682353274196,tweets_rd,Filtered & Balanced
3.3,0.7365249651773277,tweets_rd,Filtered & Balanced
3.5,0.8365430636765105,tweets_rd,Filtered & Balanced
3.7,0.7142361863488624,tweets_rd,Filtered & Balanced
3.9,0.5878074041958712,tweets_rd,Filtered & Balanced
4.1,0.7795703784654061,tweets_rd,Filtered & Balanced
4.3,0.5657660178264514,tweets_rd,Filtered & Balanced
4.5,0.7354461886771866,tweets_rd,Filtered & Balanced
4.8,0.6513900552486185,tweets_rd,Filtered & Balanced
5.0,0.8115962135384918,tweets_rd,Filtered & Balanced
